id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
1624650,,30000.0,30000.0,30000.0, 60 months,13.11,684.29,B,B4,Sun Sentinel,< 1 year,RENT,80000.0,Verified,Oct-2012,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1624650,  Borrower added on 10/18/12 > I got over my head in various debts as a result of relocating for a new job in a new state.<br>,debt_consolidation,Consolidate Debts,333xx,FL,22.05,1.0,Mar-1994,735.0,739.0,0.0,4.0,,15.0,0.0,27094.0,31.6,34.0,w,0.0,0.0,32511.3773526757,32511.38,30000.0,2511.38,0.0,0.0,0.0,Jun-2013,27721.19,,Mar-2019,634.0,630.0,0.0,,1.0,Individual,,,,0.0,0.0,320545.0,,,,,,,,,,,,85700.0,,,,4.0,26712.0,56181.0,32.2,0.0,0.0,134.0,226.0,3.0,3.0,4.0,19.0,,9.0,,0.0,4.0,5.0,7.0,14.0,7.0,12.0,23.0,5.0,15.0,0.0,0.0,0.0,2.0,97.0,14.3,0.0,0.0,411228.0,45629.0,82900.0,50528.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
118606417,,18000.0,18000.0,18000.0, 60 months,7.97,364.72,A,A5,Administrator HPM,10+ years,MORTGAGE,80000.0,Source Verified,Sep-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=118606417,,debt_consolidation,Debt consolidation,530xx,WI,15.99,0.0,Jan-1974,750.0,754.0,0.0,,84.0,13.0,1.0,15930.0,35.3,22.0,w,13328.76,13328.76,6604.81,6604.81,4671.24,1933.57,0.0,0.0,0.0,Mar-2019,364.72,Apr-2019,Mar-2019,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,267248.0,0.0,2.0,0.0,0.0,32.0,4630.0,17.0,1.0,1.0,6661.0,28.0,45100.0,0.0,2.0,1.0,1.0,24295.0,26100.0,37.1,0.0,0.0,111.0,524.0,7.0,7.0,3.0,7.0,,2.0,,0.0,5.0,6.0,6.0,7.0,5.0,10.0,13.0,6.0,13.0,0.0,0.0,0.0,1.0,100.0,16.7,1.0,0.0,329560.0,20560.0,41500.0,27510.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120614304,,40000.0,40000.0,39950.0, 36 months,17.09,1427.91,D,D1,Teacher,< 1 year,MORTGAGE,80634.0,Source Verified,Oct-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120614304,,credit_card,Credit card refinancing,080xx,NJ,44.25,0.0,May-2013,695.0,699.0,3.0,,,18.0,0.0,52491.0,64.6,21.0,f,23623.07,23593.54,24236.49,24206.19,16376.93,7859.56,0.0,0.0,0.0,Mar-2019,1427.91,Apr-2019,Mar-2019,664.0,660.0,0.0,,1.0,Joint App,200634.0,20.5,Source Verified,0.0,0.0,404505.0,1.0,7.0,1.0,3.0,1.0,135926.0,88.0,2.0,7.0,26520.0,80.0,81200.0,8.0,0.0,11.0,11.0,22473.0,17709.0,74.8,0.0,0.0,53.0,43.0,8.0,1.0,1.0,8.0,,1.0,,0.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,7.0,18.0,0.0,0.0,0.0,3.0,100.0,50.0,0.0,0.0,472794.0,188417.0,70200.0,154539.0,59372.0,665.0,669.0,Sep-2006,2.0,1.0,16.0,68.1,4.0,11.0,0.0,0.0,61.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
1816135,,10750.0,10750.0,10750.0, 36 months,14.09,367.88,B,B5,Neale Marine Transportation & Fleeting S,8 years,RENT,32000.0,Verified,Nov-2012,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1816135,,other,Other,457xx,OH,26.14,0.0,Nov-2003,720.0,724.0,0.0,,,3.0,0.0,9800.0,90.7,6.0,f,0.0,0.0,8110.57,8110.57,5406.32,1943.03,0.0,761.22,7.5296999978,Jul-2014,367.88,,Oct-2016,544.0,540.0,0.0,,1.0,Individual,,,,0.0,0.0,29488.0,,,,,,,,,,,,10800.0,,,,1.0,9829.0,1000.0,90.7,0.0,0.0,109.0,83.0,83.0,19.0,0.0,83.0,,19.0,,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,38600.0,29488.0,10800.0,27800.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
85087075,,13000.0,13000.0,13000.0, 60 months,24.99,381.5,E,E4,Driver,1 year,MORTGAGE,40300.0,Verified,Jul-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=85087075,,other,Other,923xx,CA,8.37,1.0,Nov-2002,660.0,664.0,1.0,17.0,,5.0,0.0,8877.0,57.3,11.0,w,0.0,0.0,14085.65,14085.65,13000.0,1085.65,0.0,0.0,0.0,Nov-2016,12959.2,,Jan-2019,724.0,720.0,0.0,,1.0,Individual,,,,0.0,127.0,8877.0,1.0,0.0,0.0,0.0,,0.0,,1.0,3.0,8860.0,57.0,15500.0,5.0,0.0,7.0,3.0,1775.0,4423.0,66.7,0.0,0.0,,164.0,2.0,2.0,0.0,2.0,17.0,0.0,17.0,0.0,2.0,2.0,4.0,8.0,0.0,5.0,11.0,2.0,5.0,0.0,0.0,0.0,1.0,90.0,25.0,0.0,0.0,15500.0,8877.0,13300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
63488398,,7500.0,7500.0,7500.0, 36 months,9.17,239.1,B,B2,FACILITY MANAGER,8 years,MORTGAGE,80000.0,Source Verified,Nov-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=63488398,,debt_consolidation,Debt consolidation,028xx,RI,15.27,0.0,May-1987,720.0,724.0,0.0,27.0,78.0,9.0,2.0,18537.0,48.1,11.0,w,0.0,0.0,3394.59,3394.59,2275.51,586.05,0.0,533.03,95.9454,Nov-2016,239.1,,Oct-2016,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,122008.0,,,,,,,,,,,,38500.0,,,,4.0,13556.0,11581.0,61.3,0.0,0.0,14.0,341.0,10.0,10.0,2.0,10.0,,14.0,,0.0,5.0,7.0,5.0,6.0,1.0,7.0,8.0,7.0,9.0,0.0,0.0,0.0,1.0,90.9,20.0,0.0,0.0,291361.0,41449.0,29900.0,26861.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
96456458,,15000.0,15000.0,15000.0, 36 months,11.44,494.22,B,B4,specialist,6 years,MORTGAGE,72000.0,Source Verified,Jan-2017,In Grace Period,n,https://lendingclub.com/browse/loanDetail.action?loan_id=96456458,,debt_consolidation,Debt consolidation,479xx,IN,6.77,0.0,May-2001,675.0,679.0,2.0,61.0,62.0,6.0,1.0,2132.0,26.7,21.0,w,5147.14,5147.14,12412.96,12412.96,9852.86,2560.1,0.0,0.0,0.0,Feb-2019,494.22,Apr-2019,Mar-2019,739.0,735.0,0.0,61.0,1.0,Individual,,,,0.0,0.0,126959.0,0.0,1.0,0.0,0.0,33.0,1048.0,8.0,0.0,0.0,1324.0,15.0,8000.0,0.0,1.0,2.0,0.0,21160.0,1676.0,44.1,0.0,0.0,162.0,188.0,30.0,30.0,4.0,58.0,61.0,1.0,61.0,1.0,1.0,2.0,1.0,7.0,5.0,4.0,12.0,2.0,6.0,0.0,0.0,0.0,0.0,93.8,0.0,1.0,0.0,149701.0,3180.0,3000.0,12584.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
7725143,,9000.0,9000.0,9000.0, 36 months,12.99,303.21,B,B4,,,OWN,27500.0,Verified,Oct-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7725143,,credit_card,Credit card refinancing,972xx,OR,25.31,0.0,Nov-1990,685.0,689.0,0.0,81.0,,11.0,0.0,18565.0,71.4,18.0,f,0.0,0.0,10915.2197435622,10915.22,9000.0,1915.22,0.0,0.0,0.0,Oct-2016,302.86,,Feb-2018,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,19486.0,,,,,,,,,,,,26000.0,,,,1.0,1771.0,1105.0,93.6,0.0,0.0,148.0,279.0,4.0,4.0,1.0,4.0,81.0,,81.0,0.0,5.0,7.0,5.0,7.0,2.0,10.0,13.0,7.0,11.0,0.0,0.0,0.0,1.0,94.0,60.0,0.0,0.0,28574.0,19486.0,17300.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
50635940,,30000.0,30000.0,30000.0, 60 months,18.55,770.81,E,E2,Supervisor ,4 years,RENT,104000.0,Verified,Jun-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=50635940,,debt_consolidation,Debt consolidation,736xx,OK,37.92,0.0,Aug-2003,680.0,684.0,2.0,,115.0,16.0,1.0,8712.0,49.5,25.0,w,0.0,0.0,16886.17,16886.17,6316.82,7526.84,0.0,3042.51,547.6518,Dec-2016,770.81,,Jun-2017,539.0,535.0,0.0,,1.0,Individual,,,,0.0,0.0,100763.0,,,,,,,,,,,,17600.0,,,,8.0,6298.0,3617.0,60.7,0.0,0.0,141.0,52.0,2.0,2.0,0.0,31.0,,4.0,,0.0,5.0,8.0,5.0,5.0,16.0,9.0,9.0,8.0,16.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,1.0,152355.0,100763.0,9200.0,134755.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
130957241,,15000.0,15000.0,15000.0, 36 months,6.07,456.81,A,A2,Creative Director,10+ years,MORTGAGE,126000.0,Not Verified,Apr-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=130957241,,credit_card,Credit card refinancing,986xx,WA,11.49,0.0,Feb-1995,805.0,809.0,0.0,,,13.0,0.0,13685.0,20.8,27.0,w,10702.11,10702.11,5019.85,5019.85,4297.89,721.96,0.0,0.0,0.0,Mar-2019,456.81,Apr-2019,Mar-2019,789.0,785.0,0.0,,1.0,Individual,,,,0.0,0.0,306800.0,1.0,2.0,0.0,1.0,16.0,34502.0,60.0,3.0,4.0,2075.0,39.0,65900.0,1.0,2.0,2.0,5.0,23600.0,26325.0,7.3,0.0,0.0,103.0,277.0,3.0,3.0,5.0,22.0,,8.0,,0.0,1.0,3.0,4.0,6.0,6.0,10.0,16.0,3.0,13.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,429217.0,48187.0,28400.0,57317.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
95349747,,20000.0,20000.0,20000.0, 60 months,25.49,592.79,E,E4,Multimedia Arts Manager,4 years,RENT,50000.0,Source Verified,Dec-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=95349747,,debt_consolidation,Debt consolidation,300xx,GA,21.52,0.0,Apr-2002,675.0,679.0,0.0,46.0,,15.0,0.0,13291.0,44.0,22.0,w,13960.01,13960.01,15934.52,15934.52,6039.99,9894.53,0.0,0.0,0.0,Mar-2019,592.79,Apr-2019,Mar-2019,524.0,520.0,0.0,,1.0,Individual,,,,0.0,0.0,83366.0,0.0,5.0,0.0,0.0,30.0,70075.0,90.0,0.0,4.0,5465.0,65.0,30200.0,1.0,0.0,3.0,4.0,6947.0,1381.0,90.2,0.0,0.0,176.0,120.0,13.0,13.0,0.0,18.0,46.0,8.0,46.0,0.0,3.0,4.0,4.0,4.0,12.0,9.0,9.0,4.0,15.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,82732.0,83366.0,14100.0,51232.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
31787752,,12250.0,12250.0,12250.0, 60 months,24.5,355.98,F,F3,Lead Teacher,8 years,RENT,30160.0,Verified,Oct-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=31787752,,credit_card,Credit card refinancing,029xx,RI,8.56,0.0,Apr-2001,660.0,664.0,1.0,28.0,,11.0,0.0,3086.0,54.1,27.0,f,0.0,0.0,4610.62,4610.62,788.1,1687.09,0.0,2135.43,384.3774000047,May-2015,355.98,,May-2018,599.0,595.0,0.0,28.0,1.0,Individual,,,,0.0,0.0,19273.0,,,,,,,,,,,,5700.0,,,,9.0,2141.0,988.0,68.1,0.0,0.0,106.0,162.0,0.0,0.0,2.0,4.0,33.0,0.0,28.0,2.0,3.0,8.0,4.0,13.0,3.0,10.0,22.0,8.0,11.0,0.0,0.0,0.0,5.0,77.8,66.7,0.0,0.0,21620.0,19273.0,3100.0,15920.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68694881,,30000.0,30000.0,30000.0, 36 months,7.91,938.85,A,A5,Neuroradiologist,2 years,OWN,360000.0,Source Verified,Jan-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68694881,,home_improvement,Home improvement,402xx,KY,21.7,0.0,Apr-2002,740.0,744.0,2.0,41.0,17.0,33.0,1.0,14573.0,26.9,47.0,w,0.0,0.0,33628.2764083741,33628.28,30000.0,3628.28,0.0,0.0,0.0,Jun-2018,7373.44,,Mar-2019,784.0,780.0,0.0,,1.0,Individual,,,,0.0,0.0,1276802.0,1.0,22.0,2.0,4.0,3.0,534932.0,117.0,1.0,1.0,79.0,98.0,54100.0,0.0,0.0,6.0,6.0,39900.0,28921.0,0.3,0.0,0.0,165.0,158.0,7.0,3.0,2.0,30.0,41.0,3.0,41.0,0.0,1.0,2.0,5.0,6.0,33.0,9.0,12.0,2.0,33.0,0.0,0.0,0.0,3.0,97.9,0.0,0.0,1.0,1294894.0,549505.0,29000.0,473294.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
41227199,,11200.0,11200.0,11200.0, 60 months,13.99,260.55,C,C4,RN,10+ years,MORTGAGE,73000.0,Not Verified,Mar-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=41227199,,debt_consolidation,Debt consolidation,609xx,IL,11.57,2.0,Jan-1998,675.0,679.0,1.0,6.0,114.0,13.0,1.0,8305.0,41.9,18.0,w,0.0,0.0,14326.2014412176,14326.2,11200.0,3126.2,0.0,0.0,0.0,Aug-2017,7048.21,,Aug-2017,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,222924.0,,,,,,,,,,,,19800.0,,,,3.0,18577.0,6420.0,28.7,0.0,0.0,106.0,205.0,10.0,10.0,2.0,10.0,,1.0,6.0,0.0,2.0,8.0,2.0,2.0,4.0,10.0,12.0,8.0,13.0,0.0,0.0,0.0,1.0,88.9,50.0,1.0,0.0,259095.0,56200.0,9000.0,62719.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
126963320,,5000.0,5000.0,5000.0, 36 months,10.91,163.49,B,B4,HVAC tech ,3 years,MORTGAGE,50000.0,Verified,Jan-2018,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126963320,,debt_consolidation,Debt consolidation,786xx,TX,13.79,0.0,Sep-2013,685.0,689.0,0.0,,,13.0,0.0,6045.0,46.9,15.0,f,0.0,0.0,5091.1437988888,5091.14,5000.0,91.14,0.0,0.0,0.0,Apr-2018,4930.68,,Jan-2019,644.0,640.0,0.0,,1.0,Individual,,,,0.0,0.0,209091.0,2.0,1.0,0.0,1.0,17.0,11401.0,82.0,2.0,4.0,2250.0,65.0,12900.0,7.0,0.0,3.0,6.0,17424.0,2065.0,67.2,0.0,0.0,31.0,52.0,1.0,1.0,1.0,6.0,,9.0,,0.0,4.0,6.0,6.0,6.0,2.0,11.0,12.0,6.0,13.0,0.0,0.0,0.0,3.0,100.0,40.0,0.0,0.0,220796.0,17446.0,6300.0,13896.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
29754713,,21000.0,21000.0,21000.0, 36 months,7.12,649.58,A,A3,Private Banker,< 1 year,RENT,80000.0,Source Verified,Oct-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=29754713,,credit_card,Credit card refinancing,089xx,NJ,32.84,0.0,Jan-1993,690.0,694.0,0.0,,,34.0,0.0,25378.0,88.4,50.0,f,0.0,0.0,22843.654804536294,22843.65,21000.0,1843.65,0.0,0.0,0.0,Jun-2016,619.94,,Mar-2018,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,258860.0,,,,,,,,,,,,28700.0,,,,5.0,7614.0,2361.0,90.6,0.0,0.0,98.0,260.0,13.0,13.0,0.0,20.0,,18.0,,0.0,10.0,13.0,11.0,12.0,33.0,14.0,17.0,14.0,28.0,0.0,0.0,0.0,0.0,100.0,81.8,0.0,0.0,228652.0,258860.0,25100.0,199952.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
10746288,,6400.0,6400.0,6400.0, 36 months,13.98,218.68,C,C1,Paralegal,7 years,RENT,55000.0,Not Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=10746288,,debt_consolidation,Debt consolidation,447xx,OH,12.63,0.0,Aug-1994,680.0,684.0,1.0,,59.0,9.0,1.0,4915.0,59.0,33.0,f,0.0,0.0,7872.2431745741,7872.24,6400.0,1472.24,0.0,0.0,0.0,Jan-2017,218.44,,Jan-2017,714.0,710.0,0.0,55.0,1.0,Individual,,,,0.0,0.0,20553.0,,,,,,,,,,,,8350.0,,,,7.0,2569.0,1363.0,86.0,0.0,0.0,175.0,233.0,1.0,1.0,1.0,1.0,,3.0,,0.0,4.0,7.0,7.0,15.0,5.0,7.0,27.0,6.0,8.0,,0.0,0.0,2.0,67.0,1.0,1.0,0.0,28380.0,20553.0,5450.0,20030.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120551491,,25000.0,25000.0,25000.0, 60 months,7.97,506.56,A,A5,,,OWN,182000.0,Not Verified,Oct-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120551491,,debt_consolidation,Debt consolidation,028xx,RI,7.04,0.0,Mar-1976,795.0,799.0,0.0,,,17.0,0.0,69791.0,11.8,32.0,f,18893.15,18893.15,8620.44,8620.44,6106.85,2513.59,0.0,0.0,0.0,Mar-2019,506.56,Apr-2019,Mar-2019,809.0,805.0,0.0,,1.0,Joint App,227200.0,10.57,Not Verified,0.0,0.0,216105.0,0.0,2.0,0.0,2.0,18.0,19438.0,76.0,0.0,3.0,5331.0,22.0,218500.0,1.0,0.0,0.0,5.0,12712.0,98203.0,13.8,0.0,0.0,56.0,497.0,14.0,14.0,6.0,15.0,,20.0,,0.0,5.0,8.0,9.0,13.0,4.0,13.0,21.0,8.0,17.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,384559.0,89236.0,113900.0,25552.0,59666.0,655.0,659.0,Sep-1987,2.0,0.0,19.0,62.6,3.0,25.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
105832143,,11200.0,11200.0,11200.0, 60 months,16.99,278.29,D,D1,,,MORTGAGE,34980.0,Not Verified,Apr-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=105832143,,home_improvement,Home improvement,639xx,MO,21.96,0.0,Nov-2004,770.0,774.0,0.0,,,4.0,0.0,2073.0,26.2,15.0,w,7972.0,7972.0,6321.39,6321.39,3228.0,3093.39,0.0,0.0,0.0,Mar-2019,278.29,Apr-2019,Mar-2019,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,18519.0,0.0,1.0,0.0,1.0,14.0,16446.0,,0.0,0.0,1552.0,26.0,7900.0,1.0,0.0,1.0,1.0,4630.0,5827.0,26.2,0.0,0.0,149.0,79.0,29.0,14.0,1.0,29.0,,4.0,,0.0,2.0,2.0,3.0,3.0,11.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,44448.0,18519.0,7900.0,36548.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
127727415,,30000.0,30000.0,30000.0, 60 months,12.62,676.78,C,C1,Service Coordinator,4 years,MORTGAGE,52000.0,Source Verified,Feb-2018,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=127727415,,home_improvement,Home improvement,784xx,TX,32.49,0.0,Oct-1992,760.0,764.0,1.0,,,15.0,0.0,2788.0,8.5,25.0,w,0.0,0.0,4695.39,4695.39,2610.16,2085.23,0.0,0.0,0.0,Sep-2018,676.78,,Mar-2019,629.0,625.0,0.0,,1.0,Joint App,92000.0,27.66,Source Verified,0.0,0.0,171858.0,4.0,2.0,1.0,4.0,5.0,65459.0,101.0,5.0,9.0,1044.0,43.0,32900.0,7.0,0.0,4.0,14.0,11457.0,14001.0,10.3,0.0,0.0,39.0,303.0,0.0,0.0,1.0,5.0,,3.0,,0.0,2.0,3.0,4.0,7.0,6.0,12.0,18.0,3.0,15.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,212703.0,68247.0,15600.0,73760.0,30266.0,680.0,684.0,Apr-2006,5.0,1.0,17.0,23.1,1.0,25.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
119400519,,30000.0,30000.0,30000.0, 36 months,7.97,939.68,A,A5,Store Manager,10+ years,MORTGAGE,127500.0,Source Verified,Sep-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=119400519,,debt_consolidation,Debt consolidation,316xx,GA,17.83,0.0,Aug-1998,700.0,704.0,1.0,40.0,,12.0,0.0,22162.0,43.5,27.0,w,0.0,0.0,31984.794165199,31984.79,30000.0,1984.79,0.0,0.0,0.0,Aug-2018,22614.56,,Sep-2018,714.0,710.0,0.0,45.0,1.0,Individual,,,,0.0,0.0,329229.0,0.0,3.0,0.0,2.0,13.0,35762.0,44.0,1.0,1.0,11654.0,44.0,50900.0,3.0,0.0,2.0,4.0,27436.0,13744.0,52.1,0.0,0.0,127.0,229.0,9.0,9.0,4.0,27.0,57.0,3.0,54.0,2.0,3.0,7.0,4.0,5.0,9.0,8.0,14.0,7.0,12.0,0.0,0.0,0.0,2.0,70.4,0.0,0.0,0.0,406890.0,57924.0,28700.0,81265.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
101392245,,35000.0,35000.0,35000.0, 36 months,16.99,1247.68,D,D1,Director Sales,10+ years,MORTGAGE,200000.0,Not Verified,Mar-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=101392245,,debt_consolidation,Debt consolidation,080xx,NJ,33.31,12.0,Mar-1983,660.0,664.0,0.0,6.0,,31.0,0.0,38326.0,61.7,50.0,f,13680.36,13680.36,29911.28,29911.28,21319.64,8591.64,0.0,0.0,0.0,Mar-2019,1247.68,Apr-2019,Mar-2019,614.0,610.0,0.0,,1.0,Individual,,,,0.0,0.0,705781.0,0.0,5.0,1.0,2.0,8.0,157544.0,42.0,0.0,0.0,11781.0,52.0,62100.0,4.0,0.0,7.0,2.0,23526.0,10501.0,76.0,0.0,0.0,170.0,345.0,31.0,8.0,5.0,31.0,7.0,7.0,7.0,0.0,11.0,17.0,12.0,21.0,8.0,23.0,36.0,17.0,31.0,0.0,0.0,0.0,1.0,67.3,41.7,0.0,0.0,850054.0,196850.0,43800.0,235678.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
72235863,,4000.0,4000.0,4000.0, 36 months,13.67,136.08,C,C3,Experditor ,1 year,RENT,80000.0,Not Verified,Feb-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=72235863,,debt_consolidation,Debt consolidation,113xx,NY,7.4,0.0,May-2000,685.0,689.0,0.0,,,4.0,0.0,5741.0,43.0,7.0,w,0.0,0.0,4672.7028863151,4672.7,4000.0,672.7,0.0,0.0,0.0,Nov-2017,1704.14,,Mar-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,25143.0,2.0,1.0,1.0,1.0,10.0,19402.0,90.0,2.0,3.0,3484.0,43.0,13400.0,0.0,0.0,3.0,4.0,6285.0,4467.0,43.0,0.0,0.0,17.0,189.0,6.0,6.0,0.0,6.0,,1.0,,0.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,,0.0,0.0,3.0,100.0,33.3,0.0,0.0,35071.0,25143.0,13400.0,21671.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
